loan_id,age,annual_income,employment_type,years_employed,loan_amount,loan_term_months,interest_rate,loan_purpose,credit_score,num_credit_lines,debt_to_income_ratio,has_collateral,num_late_payments,region,default
LN003775,60.0,33711.28,fulltime,1.2,4000.0,48,10.04,personal,590.0,5,0.4649,0,0.0,South,1
LN003776,49.0,81366.21,Self-Employed,2.2,10300.0,36,5.56,personal,686.0,6,0.5952,0,1.0,East,0
LN003777,62.0,46896.65,full_time,5.1,9400.0,60,4.05,personal,699.0,8,0.2157,1,0.0,East,0
LN003778,56.0,77641.4,full_time,14.9,6300.0,48,15.34,Auto,679.0,3,0.4408,1,0.0,North,0
LN003779,39.0,65623.54,part_time,6.1,8000.0,48,16.07,PERSONAL,617.0,4,0.1969,1,2.0,North,0
LN003780,35.0,115232.3,PART TIME,7.6,26400.0,48,17.09,Eduaction,655.0,3,0.3381,0,1.0,East,1
LN003781,56.0,60091.16,Self Employed,1.8,14300.0,36,11.56,personal,625.0,3,0.1581,1,5.0,West,0
LN003782,65.0,70683.37,full_time,0.6,8300.0,24,9.31,Personal,534.0,7,0.4698,1,,West,0
LN003783,62.0,46815.51,full_time,1.7,5300.0,48,14.43,business,641.0,4,0.23,0,0.0,West,0
LN003784,28.0,36252.58,Full-Time,2.6,26200.0,36,16.89,personal,850.0,3,0.4296,1,1.0,East,0
LN003785,62.0,65804.22,self_employed,5.9,51800.0,36,18.88,EDUCATION,568.0,6,0.4669,1,0.0,East,1
LN003786,34.0,120769.42,self_employed,14.0,11200.0,36,10.81,home,502.0,4,0.333,0,2.0,South,1
LN003787,39.0,33876.32,full_time,,12400.0,36,15.77,personal,764.0,5,0.3886,0,1.0,West,0
LN003788,58.0,42239.8,full_time,1.5,103000.0,48,13.91,Personal,686.0,6,0.5795,1,1.0,West,0
LN003789,34.0,49810.96,Self Employed,8.6,26100.0,48,12.2,business,674.0,3,0.5162,1,1.0,East,0
LN003790,57.0,73934.72,fulltime,2.7,32300.0,36,9.42,HOME,621.0,3,0.5235,0,1.0,East,0
LN003791,52.0,60311.3,part_time,1.0,8400.0,24,17.09,PERSONAL,668.0,4,0.5069,1,0.0,South,0
LN003792,23.0,84781.95,self_employed,3.1,6800.0,24,16.65,Home,654.0,3,0.4539,0,2.0,West,1
LN003793,37.0,160226.82,UNEMPLOYED,4.1,37400.0,24,11.37,home,755.0,3,0.4222,0,2.0,North,0
LN003794,30.0,33411.63,full_time,7.2,19300.0,48,15.0,PERSONAL,723.0,5,0.2203,1,0.0,West,0
LN003795,30.0,70674.31,Full-Time,2.2,15600.0,24,14.47%,Car,698.0,3,0.2605,0,0.0,East,0
LN003796,59.0,59419.86,fulltime,0.8,18700.0,48,14.54,home,,3,0.455,0,0.0,North,0
LN003797,32.0,49584.03,self_employed,0.5,53100.0,24,8.31,Personal,668.0,2,0.4375,0,0.0,South,0
LN003798,43.0,,Full Time,0.6,7400.0,48,8.32,BUSINESS,601.0,4,0.5828,0,,West,0
LN003799,54.0,41769.35,Full-Time,15.0,15200.0,60,11.35,personal,748.0,4,0.3218,1,3.0,North,0
LN003800,57.0,59505.7,unemployed,15.2,7700.0,12,13.64,home improvement,593.0,6,,1,0.0,North,0
LN003801,66.0,22400.19,SELF_EMPLOYED,,16700.0,48,19.07,business,639.0,1,0.1649,0,0.0,South,0
LN003802,44.0,35479.52,Part-Time,1.8,25400.0,24,6.18,Business,563.0,5,0.4208,0,,South,1
LN003803,66.0,91905.16,unemployed ,1.1,17200.0,12,16.47,home improvement,610.0,3,0.4587,0,1.0,West,1
LN003804,66.0,89809.84,part_time,19.8,53400.0,12,6.93,personal,609.0,1,0.3482,1,1.0,North,1
LN003805,55.0,57277.32,Full Time,22.2,8800.0,36,12.95,personal,638.0,5,0.2418,0,0.0,West,0
LN003806,30.0,37353.06,Full Time,0.4,20700.0,36,4.66,PERSONAL,578.0,5,0.2927,0,,West,0
LN003807,45.0,80431.37,self_employed,7.0,37100.0,36,17.49,Eduaction,747.0,5,0.3842,0,0.0,East,0
LN003808,29.0,102939.06,full_time,1.7,9900.0,36,13.09,Auto,635.0,5,,0,0.0,North,0
LN003809,28.0,38276.06,full_time,12.0,9200.0,60,13.67%,home,607.0,4,0.359,0,1.0,North,1
LN003810,57.0,20475.58,SELF_EMPLOYED,0.5,11800.0,24,15.31,education,712.0,3,0.01,1,0.0,South,0
LN003811,39.0,,full_time,11.0,4200.0,48,10.91,home,823.0,8,0.336,1,1.0,North,0
LN003812,24.0,84817.82,full_time,0.0,33100.0,36,5.09,car,618.0,1,0.2603,0,1.0,East,1
LN003813,49.0,69737.27,Part-Time,3.7,15200.0,60,4.92,car,630.0,8,0.4843,0,2.0,North,1
LN003814,27.0,125372.87,full_time,2.0,3500.0,36,14.2,HOME,591.0,6,0.5197,0,1.0,South,0
LN003815,65.0,125690.82,full_time,2.8,9500.0,36,10.94%,education,703.0,6,0.3331,0,1.0,East,0
LN003816,65.0,40813.23,unemployed,2.8,38200.0,36,16.82,personal,726.0,3,0.2756,0,1.0,East,1
LN003817,42.0,,full_time,5.3,10300.0,12,12.2,home,646.0,9,0.4168,0,2.0,South,0
LN003818,49.0,36391.08,full_time,0.1,46900.0,24,14.68,HOME,615.0,5,0.0683,0,1.0,East,1
LN003819,61.0,26549.38,full_time,5.9,10700.0,36,15.71,home improvement,693.0,6,0.4671,1,1.0,East,0
LN003820,22.0,27499.87,full_time,0.1,4200.0,36,15.63,Auto,709.0,4,0.146,1,2.0,West,1
LN003821,57.0,75373.63,Self-Employed,1.0,2500.0,36,11.08,Personal,774.0,1,0.2609,0,1.0,North,0
LN003822,42.0,58790.32,Full-Time,4.7,71600.0,12,12.4,education,603.0,7,0.4227,1,0.0,West,0
LN003823,64.0,83614.86,part_time,0.5,6900.0,36,15.34,car,718.0,4,0.2312,1,1.0,East,0
LN003824,56.0,223904.04,full_time,23.5,8300.0,24,13.03,personal,658.0,6,0.3118,1,0.0,South,0
LN003825,34.0,66165.9,part_time,7.7,12200.0,36,4.95,car,,4,0.3667,0,2.0,West,0
LN003826,31.0,30553.9,full_time,6.1,16300.0,24,3.37,home,772.0,4,,0,1.0,North,0
LN003827,65.0,91224.25,full_time,1.6,6000.0,60,9.59,Eduaction,674.0,5,0.3485,1,1.0,North,0
LN003828,31.0,30214.97,part_time,0.2,37100.0,36,15.78,business,699.0,5,0.3304,0,1.0,West,0
LN003829,67.0,139944.63,self_employed,19.3,17100.0,48,12.11,home improvement,726.0,5,0.01,1,1.0,North,0
LN003830,34.0,15019.89,full_time,0.8,35700.0,24,18.37,Personal,698.0,1,0.418,0,0.0,West,0
LN003831,58.0,35315.27,Full Time,,2700.0,24,15.21,business,573.0,3,0.5751,0,0.0,North,1
LN003832,59.0,,full_time,1.1,19700.0,24,6.73,CAR,704.0,6,0.48,1,,North,1
LN003833,45.0,99360.76,full_time,2.3,18400.0,36,16.08,car,690.0,2,0.3932,0,1.0,South,0
LN003834,23.0,32656.86,unemployed,5.9,13100.0,48,7.15,Auto,516.0,4,0.3634,0,1.0,North,1
LN003835,43.0,29291.28,FULL TIME,14.5,8800.0,48,18.68,Personal,783.0,4,0.3503,1,0.0,West,1
LN003836,38.0,53584.78,Full Time,0.1,4100.0,36,14.08,car,620.0,8,0.2135,0,0.0,East,0
LN003837,57.0,154106.05,full_time,1.5,4500.0,24,17.75,education,730.0,5,0.1795,1,1.0,South,0
LN003838,35.0,19476.69,full_time,7.2,37800.0,12,14.2,PERSONAL,623.0,2,0.3234,0,0.0,West,0
LN003839,31.0,40600.19,unemployed,1.0,18000.0,36,11.96,Home,607.0,4,0.0432,1,1.0,East,0
LN003840,56.0,57303.16,part_time,0.6,11400.0,48,12.59,personal,644.0,4,0.3771,1,0.0,South,0
LN003841,46.0,30407.07,SELF_EMPLOYED,0.2,10900.0,36,8.54,home,820.0,6,0.2986,0,0.0,South,0
LN003842,24.0,30344.43,unemployed,3.5,30200.0,36,12.85,personal,,4,,0,0.0,West,0
LN003843,59.0,42615.15,full_time,7.3,29200.0,60,12.48,personal,607.0,3,0.1166,0,2.0,South,0
LN003844,38.0,58432.41,Part-Time,16.3,7000.0,12,14.24,EDUCATION,750.0,3,0.4595,0,0.0,North,0
LN003845,33.0,43606.57,Unemployed,1.6,4200.0,60,11.13,home,652.0,2,0.4931,1,2.0,West,1
LN003846,45.0,118106.19,Full-Time,0.6,18000.0,24,8.54,Auto,811.0,3,0.5289,1,0.0,West,0
LN003847,50.0,69951.84,self_employed,2.6,35800.0,36,11.98,Personal,,5,0.1751,0,1.0,South,0
LN003848,64.0,61691.31,part_time,0.3,23200.0,48,8.63,CAR,672.0,5,0.3285,0,1.0,East,0
LN003849,46.0,90816.13,self_employed,2.0,50400.0,24,8.39%,home,657.0,4,0.3975,1,1.0,South,0
LN003850,57.0,62347.68,UNEMPLOYED,5.2,11700.0,48,6.96,business,699.0,7,0.5307,0,1.0,West,1
LN003851,47.0,37574.77,FULL TIME,0.9,16800.0,36,11.47,Personal,689.0,4,0.46,0,1.0,West,0
LN003852,59.0,41860.94,full_time,5.0,12800.0,60,12.5%,business,562.0,4,0.1616,1,2.0,North,1
LN003853,22.0,24892.91,full_time,17.9,24600.0,24,9.8,car,667.0,6,0.3585,1,2.0,West,0
LN003854,41.0,163231.86,self_employed,10.0,7500.0,60,13.48,car,598.0,3,0.3227,1,1.0,East,0
LN003855,49.0,85685.11,full_time,2.2,15600.0,48,11.63,CAR,608.0,3,0.4048,1,1.0,West,0
LN003856,37.0,10553.9,Self Employed,2.7,49900.0,24,10.62,education,739.0,3,0.3933,0,0.0,West,0
LN003857,38.0,109084.39,part_time,2.7,7500.0,36,16.33,auto,666.0,4,0.5045,0,1.0,West,1
LN003858,61.0,20341.95,self_employed,9.8,2700.0,24,9.53,car,614.0,2,0.5636,0,2.0,West,1
LN003859,49.0,66996.88,part_time,25.4,20300.0,36,10.7,business,553.0,4,0.0785,1,0.0,East,1
LN003860,33.0,13063.59,full_time,8.7,80200.0,60,13.21%,education,588.0,2,0.5501,0,0.0,East,0
LN003861,48.0,37915.77,unemployed,4.1,7800.0,12,14.96,Home,645.0,5,0.5518,1,1.0,West,1
LN003862,63.0,109596.43,full_time,0.5,37100.0,24,7.8,personal,785.0,3,0.17,0,1.0,South,0
LN003863,51.0,113321.06,full_time,15.4,13500.0,48,12.48%,Personal,566.0,1,0.5957,1,1.0,West,0
LN003864,62.0,58927.62,unemployed,9.8,6100.0,36,11.74,personal,674.0,2,,0,1.0,South,1
LN003865,55.0,78627.66,FULL TIME,9.2,23200.0,36,14.77,car,683.0,3,0.3354,1,0.0,West,0
LN003866,58.0,20991.18,Self-Employed,2.5,4300.0,36,9.51,home,748.0,1,0.3225,0,1.0,North,0
LN003867,27.0,67710.73,full_time,3.0,45100.0,24,12.09,Business,660.0,4,0.4267,0,,North,0
LN003868,28.0,81681.47,part time,0.6,14600.0,36,18.5,Home,683.0,3,0.2282,1,2.0,West,0
LN003869,53.0,229084.8,unemployed,13.9,3400.0,48,10.34,car,745.0,7,0.3051,1,2.0,North,0
LN003870,53.0,33727.49,PART TIME,14.3,58900.0,36,16.47,Car,588.0,3,0.3296,1,0.0,North,1
LN003871,46.0,,full_time,1.5,26500.0,48,10.59,home,713.0,5,0.4864,0,1.0,East,1
LN003872,54.0,51373.05,full_time,6.0,17200.0,24,11.5,personal,538.0,7,0.2044,0,0.0,West,0
LN003873,28.0,74544.4,part_time,1.1,27200.0,36,10.46,Personal,,0,0.4107,0,0.0,East,1
LN003874,33.0,83142.1,FULL TIME,2.5,1900.0,36,7.95,education,631.0,1,0.2776,0,1.0,East,0
LN003875,37.0,92646.74,full_time,1.8,8100.0,24,7.99,Home,592.0,5,,1,2.0,South,0
LN003876,37.0,88678.9,part_time,2.5,99400.0,36,14.62,Personal,728.0,3,0.4882,1,1.0,East,0
LN003877,64.0,20157.45,part_time,1.8,14800.0,48,9.97,home,732.0,3,0.1668,1,0.0,East,0
LN003878,57.0,10219.8,Self Employed,2.1,8000.0,24,9.12,personal,736.0,7,0.593,0,0.0,North,0
LN003879,34.0,36003.6,Full Time,7.8,15300.0,36,9.33,Education,680.0,5,0.2383,1,1.0,North,0
LN003880,28.0,47990.09,self_employed,1.8,5500.0,24,5.57,education,551.0,6,0.3222,0,0.0,East,1
LN003881,57.0,33929.47,full_time,8.4,47200.0,36,9.48,home,624.0,3,0.3425,1,1.0,North,1
LN003882,30.0,37204.36,full_time,4.2,9300.0,36,11.18,car,730.0,3,0.2802,0,0.0,West,0
LN003883,53.0,40064.68,unemployed,7.6,3800.0,48,8.16,home,729.0,5,0.6842,0,1.0,North,0
LN003884,32.0,69318.33,Full Time,12.6,15300.0,48,13.23,Home,746.0,2,0.4132,1,1.0,East,0
LN003885,29.0,26364.79,SELF_EMPLOYED,0.7,29700.0,36,11.41,home,675.0,6,0.6775,0,2.0,North,0
LN003886,54.0,46784.32,Full-Time,2.1,23300.0,24,9.11,HOME,635.0,6,0.3255,0,0.0,East,0
LN003887,44.0,46999.67,full_time,0.3,4400.0,60,12.68%,personal,493.0,4,0.2807,1,1.0,West,1
LN003888,46.0,68378.9,part_time,2.6,6300.0,24,11.97,Eduaction,719.0,5,0.248,0,1.0,North,1
LN003889,29.0,98434.13,self_employed,1.4,2400.0,36,14.89,home improvement,642.0,6,0.2977,0,1.0,East,0
LN003890,66.0,134654.09,full_time,4.2,23600.0,36,6.71,personal,550.0,5,0.3267,0,1.0,South,0
LN003891,43.0,31332.32,full_time,7.6,19500.0,24,18.16,home,711.0,5,0.01,1,1.0,West,0
LN003892,25.0,14765.01,full_time,3.3,21000.0,60,11.02,home,764.0,4,0.3968,0,0.0,North,0
LN003893,61.0,42397.43,full_time,2.0,9400.0,48,15.23,Education,719.0,3,0.2523,1,1.0,South,0
LN003894,24.0,18898.35,self_employed,0.8,2900.0,36,7.51,home improvement,704.0,7,0.3196,1,0.0,East,0
LN003895,50.0,252899.17,Unemployed,0.1,7000.0,36,11.98,personal,725.0,8,0.485,0,0.0,North,0
LN003896,62.0,,full_time,5.7,32400.0,12,10.46,business,,10,0.5006,0,0.0,South,1
LN003897,50.0,68754.69,self_employed,0.2,18000.0,48,13.67,HOME,788.0,6,0.6852,1,4.0,South,0
LN003898,55.0,85857.11,self_employed,12.7,3400.0,12,17.83,Business,587.0,7,0.4654,0,0.0,South,1
LN003899,55.0,60136.57,part_time,4.5,10700.0,24,12.23,home improvement,594.0,6,,1,3.0,North,1
LN003900,49.0,170421.87,Full-Time,2.2,21000.0,24,9.91,Home,612.0,2,0.0251,1,3.0,South,0
LN003901,34.0,43412.87,unemployed,0.2,12300.0,12,12.2%,HOME,621.0,5,0.4577,0,3.0,West,1
LN003902,36.0,29705.01,unemployed,2.7,4300.0,48,3.16,personal,770.0,4,0.1241,0,2.0,South,0
LN003903,44.0,28796.96,Self-Employed,10.1,9100.0,60,10.31,educat,694.0,1,0.143,1,2.0,North,0
LN003904,65.0,76880.18,unemployed,17.5,7400.0,36,3.74,Business,596.0,2,0.0887,0,1.0,North,0
LN003905,47.0,,self_employed,0.4,13700.0,60,15.84,car,608.0,4,0.4024,0,1.0,East,1
LN003906,25.0,28799.31,self_employed,7.5,16700.0,48,15.28,home,850.0,6,0.4471,1,0.0,North,0
LN003907,47.0,63881.38,Full Time,1.5,7900.0,48,14.43,car,678.0,2,0.0436,0,0.0,West,0
LN003908,61.0,75022.96,full_time,2.4,22400.0,60,8.71,car,615.0,4,0.1472,1,1.0,North,0
LN003909,30.0,57686.77,full_time,4.0,49400.0,12,6.66,business,520.0,3,0.3743,0,1.0,South,0
LN003910,26.0,84099.66,self_employed,26.2,161500.0,12,15.78,car,516.0,4,0.3446,1,0.0,West,0
LN003911,53.0,51681.71,self_employed,1.2,6300.0,12,22.07,home,561.0,2,0.5522,1,1.0,North,0
LN003912,41.0,34331.71,full_time,0.7,14200.0,36,14.54%,PERSONAL,658.0,1,0.3951,0,0.0,West,0
LN003913,32.0,79765.0,FULL TIME,4.5,3100.0,60,18.07,Personal,739.0,4,0.502,0,2.0,South,0
LN003914,36.0,28737.18,unemployed,9.6,9100.0,60,12.77%,personal,699.0,5,0.198,1,1.0,North,1
LN003915,53.0,24901.14,full_time,5.2,37200.0,48,10.83,education,,4,0.3773,0,0.0,West,0
LN003916,49.0,98083.04,part_time,2.1,2200.0,36,18.82%,educat,695.0,2,0.0558,1,1.0,South,0
LN003917,43.0,39786.83,Full-Time,18.9,9600.0,48,11.77,Home,552.0,3,0.5084,0,1.0,North,0
LN003918,62.0,133173.8,full_time,26.5,13000.0,24,15.94,education,684.0,5,0.3498,0,0.0,West,0
LN003919,38.0,81957.56,unemployed,7.4,3800.0,36,11.43,Car,687.0,2,0.2438,1,1.0,East,0
LN003920,47.0,38013.51,full_time,8.1,18100.0,48,10.8,business,640.0,4,0.1336,0,0.0,South,0
LN003921,65.0,65626.37,full_time,7.2,16400.0,12,11.19,Eduaction,626.0,5,0.3105,1,0.0,North,0
LN003922,28.0,223469.04,FULL TIME,1.5,8200.0,60,13.68,Education,638.0,2,0.1475,0,4.0,North,0
LN003923,63.0,77077.28,full_time,0.8,22400.0,48,10.34,personal,526.0,4,0.5307,0,1.0,South,0
LN003924,47.0,69495.64,UNEMPLOYED,4.0,6900.0,36,20.31%,car,543.0,3,0.01,1,1.0,West,1
LN003925,46.0,34309.15,full_time,15.4,19200.0,12,13.21%,Personal,850.0,2,0.4852,0,0.0,East,0
LN003926,31.0,148261.49,full_time,10.5,13400.0,48,11.29,personal,,2,,0,1.0,South,0
LN003927,66.0,108094.66,full_time,0.6,16100.0,36,9.3,personal,509.0,2,0.3172,1,1.0,West,0
LN003928,40.0,34498.21,Full Time,0.3,11000.0,48,14.32,PERSONAL,,5,0.5561,0,3.0,East,1
LN003929,32.0,151485.88,self_employed,10.3,4500.0,12,3.0,personal,687.0,1,0.2858,0,2.0,North,0
LN003930,34.0,54114.14,full_time,4.7,4400.0,36,11.24,EDUCATION,695.0,5,0.2243,0,2.0,North,1
LN003931,29.0,29607.14,full_time,1.8,7200.0,36,15.13,Auto,568.0,2,0.4286,1,1.0,South,0
LN003932,61.0,34231.06,SELF_EMPLOYED,4.1,8600.0,36,7.45,BUSINESS,658.0,7,0.3932,0,1.0,East,0
LN003933,25.0,83002.07,full_time,1.3,16600.0,36,13.56,Bussiness,606.0,3,0.1584,1,3.0,West,0
LN003934,52.0,29729.64,self_employed,14.7,13000.0,24,13.97,personal,665.0,1,0.3789,0,0.0,North,1
LN003935,49.0,25289.14,Self-Employed,8.8,9300.0,60,10.86,education,,4,0.4254,0,1.0,West,0
LN003936,32.0,37672.11,part_time,16.4,2700.0,48,12.58,PERSONAL,594.0,6,0.4831,1,1.0,East,0
LN003937,64.0,41204.06,self_employed,1.0,7700.0,12,11.68,home,598.0,4,0.3412,0,0.0,East,0
LN003938,22.0,32728.8,full_time,9.3,5300.0,12,8.32%,Home,474.0,9,0.3742,1,0.0,East,0
LN003939,59.0,37333.0,full_time,4.1,54000.0,24,18.84,car,632.0,4,0.4076,1,0.0,North,0
LN003940,45.0,84978.94,part_time,2.0,14200.0,24,13.71,personal,644.0,5,0.4282,1,2.0,South,0
LN003941,52.0,57176.68,fulltime,3.3,46700.0,36,11.56,education,537.0,3,0.6466,0,2.0,West,1
LN003942,62.0,35976.3,self_employed,14.4,14200.0,36,11.87,Personal,623.0,4,0.1765,0,0.0,East,1
LN003943,67.0,37922.17,part_time,5.9,59400.0,24,15.55%,Auto,,5,0.4817,0,2.0,South,0
LN003944,47.0,45297.46,self_employed,2.2,17200.0,60,4.91,car,502.0,2,0.313,0,1.0,South,0
LN003945,26.0,46880.24,full_time,35.0,17700.0,48,11.3,home,588.0,2,0.3356,1,1.0,East,1
LN003946,41.0,46999.31,unemployed,2.1,63400.0,36,6.98,car,586.0,3,0.35,0,2.0,West,1
LN003947,62.0,83128.98,full_time,8.4,7600.0,24,15.01,BUSINESS,664.0,5,0.3827,1,0.0,West,0
LN003948,32.0,55172.67,full_time,7.7,7800.0,60,15.04,personal,750.0,1,0.2969,0,0.0,North,0
LN003949,54.0,56155.2,full_time,,14800.0,36,10.76,PERSONAL,654.0,1,0.3173,0,0.0,South,0
LN003950,59.0,,full_time,5.5,137900.0,36,13.87,home,743.0,4,,1,1.0,East,0
LN003951,48.0,151144.39,fulltime,0.6,9900.0,36,13.63,personal,632.0,1,0.3692,0,0.0,North,0
LN003952,55.0,,unemployed,26.4,17100.0,12,18.59,business,680.0,4,0.4188,1,0.0,East,0
LN003953,36.0,19008.76,Part-Time,0.9,27500.0,12,14.27,home,655.0,4,0.4209,1,0.0,North,0
LN003954,53.0,39749.65,full_time,4.5,48000.0,36,7.47,educat,843.0,4,0.3481,0,1.0,North,0
LN003955,42.0,78423.36,full_time,1.4,27400.0,60,9.09,home,638.0,2,0.3634,1,0.0,North,0
LN003956,67.0,61426.21,full_time,0.9,44000.0,60,12.47,personal,713.0,4,0.2327,0,2.0,North,1
LN003957,26.0,92268.66,full_time,4.1,24600.0,48,3.84,Auto,666.0,2,,0,0.0,West,0
LN003958,27.0,,part_time,9.0,14600.0,36,16.65,car,740.0,5,0.2862,0,0.0,South,1
LN003959,59.0,15153.33,unemployed,2.4,5600.0,36,13.45,personal,701.0,5,0.4146,0,0.0,South,1
LN003960,43.0,21588.82,full_time,0.4,8800.0,24,5.45,education,677.0,6,0.2667,0,0.0,North,0
LN003961,39.0,68791.84,full_time,4.9,10000.0,36,11.86,education,559.0,1,0.588,1,1.0,South,1
LN003962,35.0,92693.36,full_time,7.3,16800.0,36,22.5,home,566.0,5,0.1825,1,1.0,East,0
LN003963,31.0,15613.98,full_time,1.8,20400.0,36,9.94,Home,,7,0.0383,0,0.0,South,0
LN003964,67.0,114278.59,full_time,5.9,61800.0,36,6.2,PERSONAL,627.0,3,0.4575,0,2.0,West,1
LN003965,34.0,64781.77,full_time,0.4,2500.0,36,9.81,CAR,659.0,2,0.6394,0,0.0,North,0
LN003966,52.0,46992.66,full_time,2.2,12800.0,36,5.09,home,601.0,2,0.3417,1,0.0,West,0
LN003967,51.0,,self_employed,3.2,61600.0,60,13.09,personal,,4,0.2257,0,0.0,South,0
LN003968,24.0,127350.28,selfemployed,7.6,4400.0,48,7.84,PERSONAL,732.0,5,0.3111,0,1.0,West,0
LN003969,51.0,83969.08,full_time,2.1,7600.0,36,14.62,education,686.0,2,0.1601,1,1.0,South,1
LN003970,27.0,65807.83,full_time,3.0,19400.0,36,12.99,education,655.0,4,0.3998,1,-1.0,West,0
LN003971,50.0,31607.78,full_time,4.9,26800.0,24,9.36,business,750.0,5,0.4023,0,0.0,West,0
LN003972,29.0,129121.45,self_employed,4.9,4400.0,24,6.11,car,586.0,4,0.4049,1,1.0,West,0
LN003973,65.0,49921.68,full_time,3.6,46100.0,24,13.24,Home,640.0,3,0.3256,1,1.0,West,1
LN003974,66.0,58653.97,SELF_EMPLOYED,2.0,21200.0,12,12.32,HOME,663.0,6,0.3417,0,0.0,North,0
LN003975,64.0,51217.45,part_time,5.5,4400.0,36,5.85,home,617.0,1,0.4679,1,0.0,East,0
LN003976,65.0,30966.76,Full-Time,9.1,33600.0,60,8.83,home,586.0,6,0.3731,0,1.0,West,0
LN003977,54.0,59387.12,unemployed,0.8,30300.0,36,5.77,car,720.0,2,0.3798,0,0.0,West,0
LN003978,38.0,74470.86,Self Employed,2.1,13300.0,48,8.34,Personal,673.0,3,0.2677,0,0.0,West,0
LN003979,32.0,37610.39,full_time,5.5,9300.0,36,11.03,personal,700.0,2,0.5222,0,0.0,East,0
LN003980,34.0,56412.5,Full Time,7.0,5200.0,36,9.38,education,584.0,5,0.4104,1,0.0,South,0
LN003981,32.0,50771.97,full_time,7.6,9600.0,24,6.99,personal,716.0,5,0.3811,0,0.0,North,0
LN003982,52.0,84887.22,FULL TIME,5.3,30500.0,24,13.35%,education,600.0,9,0.3224,0,0.0,East,0
LN003983,49.0,40971.63,Unemployed,3.3,3400.0,60,14.08%,PERSONAL,670.0,4,0.3703,0,2.0,South,1
LN003984,65.0,56159.02,self_employed,5.2,6900.0,36,14.94,car,808.0,8,0.4454,0,1.0,North,0
LN003985,27.0,63723.05,self_employed,0.7,16900.0,24,18.57,PERSONAL,718.0,1,0.4816,0,0.0,West,0
LN003986,62.0,40419.18,Full-Time,1.2,23600.0,48,13.62,car,677.0,3,0.2437,0,0.0,East,1
LN003987,37.0,29875.3,full_time,13.1,22800.0,36,7.95,Eduaction,758.0,5,0.2877,1,1.0,East,0
LN003988,25.0,32939.78,unemployed,12.8,7100.0,48,9.52%,home,604.0,4,0.2569,1,0.0,North,0
LN003989,56.0,62662.22,UNEMPLOYED,6.4,12300.0,12,13.41,car,689.0,6,0.225,0,2.0,North,0
LN003990,47.0,42565.97,full_time,2.0,9200.0,36,13.51,business,583.0,5,0.2953,0,2.0,South,1
LN003991,33.0,42228.32,unemployed,5.2,16600.0,48,8.42,Business,621.0,4,0.4467,0,1.0,West,0
LN003992,32.0,70438.03,SELF_EMPLOYED,5.8,21200.0,60,15.47,EDUCATION,777.0,3,0.3021,0,1.0,South,1
LN003993,58.0,90372.47,Unemployed,3.6,11600.0,36,7.31,personal,672.0,8,0.2213,0,1.0,South,0
LN003994,46.0,100210.63,parttime,6.9,14700.0,48,5.86,home improvement,763.0,6,0.3498,1,1.0,East,0
LN003995,39.0,33945.08,full_time,0.2,13400.0,60,14.28,PERSONAL,642.0,0,0.4312,1,0.0,East,0
LN003996,40.0,85275.92,Self Employed,1.5,3800.0,36,9.23,education,748.0,3,0.2545,1,1.0,East,0
LN003997,44.0,171268.86,self_employed,7.9,37600.0,48,9.8,home,654.0,3,0.3462,0,0.0,West,0
LN003998,59.0,52872.68,Full Time,14.0,30600.0,36,9.5,HOME,661.0,3,0.1983,1,0.0,East,0
LN003999,39.0,46911.3,full_time,10.4,3200.0,48,12.54,business,652.0,5,0.1134,0,0.0,West,0
LN004000,47.0,41396.16,self_employed,6.3,72100.0,60,10.5,CAR,679.0,9,0.2745,0,1.0,South,1
LN004001,27.0,25893.46,part_time,0.9,18600.0,48,11.88,Personal,629.0,4,0.1226,0,0.0,West,0
LN004002,25.0,81255.36,full_time,2.3,20700.0,24,15.12,personal,539.0,2,0.733,0,1.0,West,1
LN004003,65.0,47036.69,full_time,0.3,8900.0,12,9.94,home,647.0,3,0.5348,0,0.0,North,0
LN004004,50.0,44809.44,self_employed,5.1,14800.0,48,13.83,CAR,661.0,2,0.2915,0,1.0,South,0
LN004005,55.0,74043.35,full_time,3.0,20700.0,24,18.05,home,781.0,4,0.3384,0,3.0,West,1
LN004006,38.0,78252.01,part_time,4.3,57400.0,60,7.47,home,469.0,4,0.2859,1,1.0,East,1
LN004007,64.0,34183.35,unemployed,19.4,5600.0,24,17.17,PERSONAL,779.0,2,0.4968,0,0.0,South,0
LN004008,64.0,34676.64,part_time,2.6,32800.0,60,8.18,personal,,4,0.4383,1,2.0,South,1
LN004009,37.0,33765.22,Full-Time,1.8,9500.0,48,8.9,home improvement,705.0,4,0.2658,0,1.0,West,0
LN004010,23.0,174226.0,unemployed,0.8,41600.0,60,5.85,educat,662.0,3,0.3453,1,0.0,East,0
LN004011,55.0,118929.67,Full Time,0.8,4200.0,24,9.7,Home,,3,0.3786,0,1.0,South,0
LN004012,29.0,74923.6,Self Employed,3.7,12600.0,60,13.39,PERSONAL,,2,0.6539,1,0.0,East,1
LN004013,34.0,39134.25,full_time,6.9,2500.0,36,14.77,Auto,749.0,5,0.4343,0,3.0,South,1
LN004014,63.0,42017.55,full_time,4.2,7900.0,12,15.73,CAR,670.0,1,0.3682,0,0.0,East,0
LN004015,29.0,60965.44,FULL TIME,10.3,9100.0,60,3.58,home,673.0,7,0.4095,0,0.0,East,0
