Marketing_Spend,Price,Sales,Month,Region,Product_Category,Channel
2458.74,39.53,586.04,3,South,Basic,Online
3146.07,122.43,387.23,7,North,Premium,Online
3776.38,40.01,600.37,12,South,Basic,Retail
2931.61,33.68,676.83,12,East,Basic,Online
2384.55,42.57,574.44,1,South,Basic,Online
2127.48,37.43,316.7,5,East,Basic,Retail
2822.67,112.15,171.69,12,South,Premium,Retail
1960.3,115.55,75.48,3,East,Premium,Retail
1619.93,40.86,367.05,11,North,Basic,Retail
6263.33,119.04,791.42,2,East,Premium,Online
5408.65,35.46,1121.69,12,South,Basic,Online
3250.17,39.15,531.71,12,North,Basic,Retail
1919.44,40.46,225.0,3,North,Basic,Retail
5352.75,119.11,715.87,10,East,Premium,Online
3652.41,42.98,822.57,4,South,Basic,Online
2524.58,109.42,208.43,11,North,Premium,Retail
3522.86,35.18,682.09,2,West,Basic,Online
3230.34,30.69,600.76,2,East,Basic,Online
2978.27,42.93,545.63,3,West,Basic,Online
3568.66,37.19,462.88,2,South,Basic,Retail
3831.97,45.59,355.17,6,South,Basic,Retail
4117.15,32.0,881.91,2,West,Basic,Online
6751.36,113.07,976.82,1,South,Premium,Online
5116.65,38.6,1034.5,8,East,Basic,Online
9423.29,118.13,1347.1,10,North,Premium,Online
5065.14,43.85,902.01,4,South,Basic,Online
2928.43,44.33,631.99,2,North,Basic,Online
1654.99,38.95,453.67,4,North,Basic,Online
5811.85,39.39,644.5,11,North,Basic,Retail
1496.38,30.79,360.72,2,North,Basic,Retail
3797.64,33.74,881.7,11,West,Basic,Online
4527.45,43.16,841.57,5,North,Basic,Online
1986.61,120.36,28.08,7,East,Premium,Retail
2667.38,46.34,610.55,6,West,Basic,Online
1578.96,35.31,271.87,2,East,Basic,Retail
10462.1,109.53,1518.58,11,North,Premium,Online
3546.94,117.56,44.24,4,East,Premium,Retail
2324.68,42.47,375.52,8,East,Basic,Retail
1609.83,108.72,53.9,12,East,Premium,Retail
2174.81,120.72,31.43,7,East,Premium,Retail
2183.98,44.37,369.96,7,West,Basic,Retail
3065.34,40.37,685.89,12,East,Basic,Online
5338.45,110.96,665.25,12,South,Premium,Online
1651.01,43.22,482.76,4,East,Basic,Online
4365.26,43.22,545.9,1,North,Basic,Retail
1285.2,38.5,315.31,7,West,Basic,Retail
3994.51,118.52,652.46,6,North,Premium,Online
2732.78,121.92,193.13,8,South,Premium,Online
4533.15,44.38,483.01,11,West,Basic,Retail
5956.37,120.31,659.27,5,East,Premium,Online
5379.17,33.56,1168.93,8,South,Basic,Online
2954.9,42.01,434.24,10,South,Basic,Retail
3138.15,43.32,692.11,11,West,Basic,Online
6835.69,114.42,946.62,8,South,Premium,Online
1787.14,32.79,386.28,9,West,Basic,Online
3999.88,41.68,819.55,1,North,Basic,Online
5075.05,39.5,875.47,3,East,Basic,Online
5348.3,37.2,1134.85,12,West,Basic,Online
5241.54,35.88,1108.95,12,North,Basic,Online
4684.66,32.77,1034.12,11,South,Basic,Online
6172.85,114.12,810.24,6,North,Premium,Online
2934.31,40.63,639.91,4,East,Basic,Online
5812.01,123.58,211.4,8,South,Premium,Retail
7860.93,37.46,1330.29,10,East,Basic,Online
1164.8,46.55,336.44,1,North,Basic,Retail
2831.27,37.8,448.82,12,North,Basic,Retail
1979.76,121.36,156.68,5,North,Premium,Online
1805.18,37.87,312.47,4,South,Basic,Retail
4160.39,111.08,676.89,12,East,Premium,Online
2835.41,121.76,46.0,1,West,Premium,Retail
2891.99,38.69,670.53,10,East,Basic,Online
4071.31,34.18,507.35,6,South,Basic,Retail
2012.57,123.83,120.17,10,West,Premium,Online
2124.29,39.32,180.76,3,East,Basic,Retail
4735.98,26.35,879.6,11,West,Basic,Online
2635.55,33.87,527.5,11,South,Basic,Retail
1831.22,47.0,496.76,5,North,Basic,Online
9228.38,126.03,593.82,6,North,Premium,Retail
4751.49,40.55,871.5,4,East,Basic,Online
3519.89,43.35,735.47,10,North,Basic,Online
3617.7,47.07,425.21,10,South,Basic,Retail
3690.31,113.34,247.72,12,South,Premium,Retail
1925.52,44.4,583.32,6,East,Basic,Online
3449.23,116.03,146.4,7,East,Premium,Retail
1932.58,114.67,71.99,2,North,Premium,Retail
3217.87,40.09,444.47,7,South,Basic,Retail
4720.15,42.82,966.69,7,East,Basic,Online
4303.17,45.37,860.84,2,West,Basic,Online
1635.55,119.51,7.43,3,East,Premium,Retail
1829.03,113.55,108.86,3,West,Premium,Online
2516.53,128.19,249.18,1,East,Premium,Online
6020.35,38.27,1212.66,1,East,Basic,Online
2777.34,34.28,558.94,10,North,Basic,Online
4095.62,38.61,517.68,11,East,Basic,Retail
3139.52,56.87,328.89,6,East,Basic,Retail
2607.51,39.66,583.7,9,East,Basic,Online
3143.91,39.58,691.83,9,South,Basic,Online
5338.35,38.52,998.26,11,South,Basic,Online
4007.58,43.79,707.39,1,South,Basic,Online
2169.78,31.4,674.77,12,South,Basic,Online
3930.48,47.45,532.41,7,North,Basic,Retail
6035.09,39.4,700.45,6,West,Basic,Retail
3751.9,39.53,830.93,4,North,Basic,Online
5623.14,30.91,631.64,11,North,Basic,Retail
6476.48,116.01,882.35,3,South,Premium,Online
2743.9,47.12,303.35,9,East,Basic,Retail
2877.97,123.22,226.94,10,South,Premium,Online
3247.21,42.29,479.83,5,North,Basic,Retail
7022.73,27.09,1249.59,8,East,Basic,Online
2754.85,35.68,533.96,4,South,Basic,Online
1673.46,41.34,381.1,4,West,Basic,Online
4163.75,37.1,752.58,6,West,Basic,Online
5676.33,120.81,746.95,6,South,Premium,Online
3542.34,43.11,663.55,3,South,Basic,Online
3795.29,46.09,749.66,2,East,Basic,Online
3322.26,27.89,638.13,11,North,Basic,Retail
2662.48,37.39,508.38,9,South,Basic,Online
4289.4,116.16,59.42,2,South,Premium,Retail
1256.3,114.83,20.03,9,West,Premium,Online
3522.77,37.23,459.24,12,North,Basic,Retail
2069.22,37.1,373.04,11,East,Basic,Retail
3877.33,42.42,910.16,8,East,Basic,Online
3444.2,104.52,284.19,11,South,Premium,Retail
4107.02,37.62,806.99,10,North,Basic,Online
3088.4,120.63,34.01,7,West,Premium,Retail
6989.01,37.12,1233.19,12,South,Basic,Online
3266.7,114.81,384.0,5,East,Premium,Online
2028.72,36.18,527.3,3,North,Basic,Online
4714.38,38.25,891.82,2,South,Basic,Online
4349.45,28.7,885.55,11,South,Basic,Online
2194.89,113.51,110.45,8,North,Premium,Retail
4544.64,116.7,691.74,2,North,Premium,Online
2754.63,117.97,390.5,8,West,Premium,Online
4982.47,123.35,760.22,5,North,Premium,Online
1854.02,31.34,525.18,9,North,Basic,Online
2797.43,119.75,197.21,4,South,Premium,Online
3907.08,127.04,20.58,8,East,Premium,Retail
2556.54,36.45,699.63,11,North,Basic,Online
4979.45,35.88,913.5,7,East,Basic,Online
6576.0,35.23,1376.97,12,North,Basic,Online
3769.93,48.1,809.25,8,North,Basic,Online
3193.84,125.62,60.1,5,North,Premium,Retail
1960.09,36.05,467.98,2,West,Basic,Online
14973.41,35.47,2549.9,7,North,Basic,Online
3280.04,41.19,757.56,3,North,Basic,Online
3435.04,41.43,679.85,10,South,Basic,Online
2485.1,46.12,526.68,10,West,Basic,Online
2429.74,116.59,296.15,10,North,Premium,Online
4720.43,30.56,591.36,12,South,Basic,Retail
1398.74,104.39,115.22,11,North,Premium,Online
1302.39,36.84,348.45,10,South,Basic,Online
3597.98,104.31,511.27,2,East,Premium,Online
2640.04,37.85,690.26,3,East,Basic,Online
4329.25,43.9,907.69,4,South,Basic,Online
1917.86,43.74,310.01,10,South,Basic,Retail
1593.31,106.54,55.86,11,North,Premium,Retail
3628.16,37.11,865.11,7,South,Basic,Online
2899.27,36.65,639.04,10,North,Basic,Online
2417.57,107.91,286.82,12,East,Premium,Online
3993.73,43.15,779.98,1,West,Basic,Online
3402.37,46.78,275.37,6,West,Basic,Retail
1859.33,43.77,318.84,6,West,Basic,Retail
1615.09,36.37,346.05,8,East,Basic,Retail
3654.93,35.2,739.03,2,East,Basic,Online
2126.98,46.36,502.64,2,North,Basic,Online
1655.1,120.41,45.46,1,East,Premium,Retail
2305.32,36.33,230.7,3,South,Basic,Retail
3124.54,40.46,456.36,7,South,Basic,Retail
4934.25,32.64,1041.58,8,East,Basic,Online
6647.88,33.42,1386.87,7,North,Basic,Online
2401.96,36.2,565.67,9,South,Basic,Online
4613.31,121.99,603.89,8,West,Premium,Online
3820.1,116.2,523.98,8,North,Premium,Online
5194.23,111.14,296.93,11,South,Premium,Retail
1914.01,40.08,450.57,2,West,Basic,Online
3943.89,110.85,403.3,1,East,Premium,Online
2107.96,127.87,26.25,6,South,Premium,Retail
2746.89,33.26,716.74,7,North,Basic,Online
2490.57,37.07,359.63,6,South,Basic,Retail
1375.12,36.88,449.38,7,West,Basic,Online
6133.79,43.11,1227.64,8,East,Basic,Online
1634.7,116.88,0.0,2,South,Premium,Retail
2175.02,35.64,464.63,1,North,Basic,Retail
2116.55,121.78,290.9,10,North,Premium,Online
4442.82,38.6,477.95,8,West,Basic,Retail
4215.53,42.32,821.03,8,South,Basic,Online
5041.78,51.03,949.89,8,East,Basic,Online
3530.59,115.45,353.16,10,North,Premium,Online
4244.5,41.36,815.68,7,East,Basic,Online
2663.71,113.9,0.0,2,West,Premium,Retail
3906.91,37.08,491.95,4,East,Basic,Retail
1596.89,41.51,343.92,9,North,Basic,Retail
2490.24,47.17,278.51,8,East,Basic,Retail
1940.89,110.03,92.07,4,East,Premium,Online
4006.34,41.91,486.19,8,South,Basic,Retail
2797.7,34.3,365.91,10,West,Basic,Retail
4447.56,38.55,619.03,6,East,Basic,Retail
919.66,105.45,0.0,11,West,Premium,Retail
2097.75,36.21,283.32,9,East,Basic,Retail
1120.64,40.06,387.24,1,North,Basic,Online
7359.32,34.97,830.27,6,South,Basic,Retail
3579.25,21.39,655.38,11,North,Basic,Retail
1587.84,117.82,0.0,4,West,Premium,Retail
2948.34,113.63,386.47,3,East,Premium,Online
3089.79,36.99,603.7,5,East,Basic,Online
5894.14,115.96,148.47,10,South,Premium,Retail
3789.01,107.77,560.32,11,North,Premium,Online
3499.86,42.84,535.61,8,East,Basic,Retail
2862.52,99.86,382.77,11,South,Premium,Online
8451.35,123.37,1193.64,10,North,Premium,Online
7984.04,42.41,1383.71,6,East,Basic,Online
1356.35,115.29,118.96,1,North,Premium,Online
5488.94,38.51,1112.78,6,South,Basic,Online
4573.15,43.79,923.53,7,South,Basic,Online
2914.01,115.34,385.24,6,North,Premium,Online
1793.06,121.19,71.16,3,West,Premium,Online
1657.25,106.87,221.13,11,North,Premium,Online
4367.88,43.25,921.97,9,North,Basic,Online
1774.14,120.42,147.71,10,North,Premium,Online
2930.06,36.93,281.73,10,East,Basic,Retail
1813.35,39.89,460.91,4,South,Basic,Online
1819.19,43.24,444.48,5,East,Basic,Online
2737.36,43.67,399.59,5,North,Basic,Retail
5742.12,42.38,1061.22,3,North,Basic,Online
2165.23,36.52,366.0,12,South,Basic,Retail
2233.55,127.27,5.47,2,West,Premium,Retail
3709.18,119.24,584.66,8,West,Premium,Online
3987.73,125.72,508.56,7,North,Premium,Online
3402.07,33.41,764.49,5,South,Basic,Online
2824.23,116.12,192.14,1,West,Premium,Online
1351.68,116.75,60.64,10,South,Premium,Online
5042.97,43.27,894.19,1,West,Basic,Online
4037.78,116.08,149.8,8,North,Premium,Retail
2547.09,35.32,590.62,4,West,Basic,Online
1986.73,43.89,526.5,4,East,Basic,Online
1946.29,39.24,312.88,9,West,Basic,Retail
4616.23,120.38,549.44,2,East,Premium,Online
1625.9,113.53,88.76,5,South,Premium,Online
2427.42,42.62,658.17,6,West,Basic,Online
3975.81,43.36,878.7,6,North,Basic,Online
1174.7,126.36,0.0,10,South,Premium,Retail
2542.27,105.79,451.34,12,East,Premium,Online
2751.46,33.34,461.36,3,East,Basic,Online
930.32,38.74,309.04,10,West,Basic,Online
3707.71,123.55,500.64,6,North,Premium,Online
1723.95,34.82,585.52,10,East,Basic,Online
4340.35,34.59,481.75,10,East,Basic,Retail
2085.22,37.51,313.53,5,North,Basic,Retail
5211.44,111.25,733.69,12,South,Premium,Online
4915.1,118.16,512.09,8,North,Premium,Online
1697.68,35.56,175.75,4,South,Basic,Retail
3284.64,35.61,557.41,10,West,Basic,Online
6695.01,38.75,1183.8,10,East,Basic,Online
3185.45,35.54,699.62,3,East,Basic,Online
3018.47,34.04,765.94,6,West,Basic,Online
3512.19,41.79,723.15,10,South,Basic,Online
2852.27,37.11,334.47,9,West,Basic,Retail
2589.85,37.5,399.05,8,South,Basic,Retail
758.77,115.9,2.26,10,West,Premium,Online
2766.87,40.63,721.87,8,North,Basic,Online
1275.39,40.28,203.49,3,West,Basic,Retail
3236.45,36.47,752.21,1,North,Basic,Online
4110.87,39.28,441.07,3,South,Basic,Retail
3879.24,38.16,726.61,3,East,Basic,Online
2987.83,43.49,662.49,12,South,Basic,Online
4427.41,39.11,970.37,6,East,Basic,Online
2399.8,35.91,280.0,3,South,Basic,Retail
3937.32,109.8,431.42,2,East,Premium,Online
5354.53,41.15,1076.87,12,North,Basic,Online
5877.02,38.79,1162.36,9,North,Basic,Online
3175.03,121.59,107.82,6,North,Premium,Retail
1078.17,123.9,0.0,5,South,Premium,Retail
1862.11,34.06,454.99,12,North,Basic,Retail
2440.35,116.11,31.91,3,South,Premium,Retail
3312.14,39.49,798.35,7,South,Basic,Online
5718.03,128.91,731.65,7,North,Premium,Online
4968.49,35.68,1033.97,4,East,Basic,Online
2849.59,115.04,370.35,10,West,Premium,Online
1524.94,124.18,50.33,2,North,Premium,Retail
3282.06,42.97,427.44,2,East,Basic,Retail
4461.52,108.1,539.31,12,East,Premium,Online
4069.61,32.06,566.13,8,South,Basic,Retail
1839.32,38.69,381.56,4,East,Basic,Retail
14295.33,48.09,2196.18,7,South,Basic,Online
1349.25,115.43,97.27,3,South,Premium,Online
3411.37,43.17,739.85,9,North,Basic,Online
4296.67,33.79,809.19,10,East,Basic,Online
4518.98,43.31,736.67,9,East,Basic,Online
4149.43,43.54,853.04,7,North,Basic,Online
4943.56,39.34,1003.11,7,South,Basic,Online
3446.99,126.15,5.3,1,West,Premium,Retail
3106.59,117.07,415.08,10,South,Premium,Online
4143.16,48.91,823.73,8,South,Basic,Online
3061.14,39.41,372.0,2,West,Basic,Retail
3972.94,37.56,826.71,8,East,Basic,Online
7171.56,36.65,1309.83,11,East,Basic,Online
3992.67,33.99,454.84,2,East,Basic,Retail
2442.58,40.37,526.72,1,West,Basic,Online
2213.66,32.32,371.25,11,South,Basic,Retail
5293.89,43.96,976.91,8,South,Basic,Online
3076.09,121.95,342.32,4,South,Premium,Online
2712.05,102.25,349.47,11,West,Premium,Online
2510.32,37.02,626.84,10,East,Basic,Online
4525.31,124.85,233.28,6,North,Premium,Retail
1860.77,49.74,194.82,10,West,Basic,Retail
5862.32,108.05,263.58,11,South,Premium,Retail
1708.08,124.16,0.0,10,North,Premium,Retail
2361.99,121.3,261.63,1,South,Premium,Online
1593.09,43.81,343.85,9,South,Basic,Retail
1674.15,25.66,472.7,11,West,Basic,Retail
2362.51,35.46,495.16,7,North,Basic,Retail
1824.61,47.36,353.76,5,West,Basic,Retail
3257.48,35.36,693.21,6,East,Basic,Online
1234.79,38.17,430.64,3,North,Basic,Online
1340.66,129.85,0.0,9,West,Premium,Retail
3208.86,36.8,693.13,2,South,Basic,Online
3011.97,37.43,788.43,12,North,Basic,Online
3868.58,42.11,395.74,10,South,Basic,Retail
2514.78,44.92,548.69,1,West,Basic,Online
3863.39,42.21,751.9,1,South,Basic,Online
2766.66,36.68,654.96,10,North,Basic,Online
4040.37,40.05,474.4,2,North,Basic,Retail
1445.61,38.09,411.34,6,North,Basic,Online
3377.69,44.53,531.86,6,East,Basic,Retail
5892.35,38.99,1088.92,9,South,Basic,Online
1697.81,118.69,187.46,10,North,Premium,Online
4588.6,36.86,996.24,4,North,Basic,Online
3648.09,130.02,169.38,8,South,Premium,Retail
1474.81,35.15,307.66,4,West,Basic,Online
2831.91,50.62,393.48,3,South,Basic,Retail
2674.25,39.11,353.27,4,West,Basic,Retail
2323.91,44.57,311.73,1,South,Basic,Retail
4472.76,40.59,548.03,9,North,Basic,Retail
5561.53,29.97,1109.34,11,West,Basic,Online
4270.3,36.82,782.6,5,South,Basic,Online
6049.65,45.61,565.01,7,East,Basic,Retail
1591.87,114.76,0.0,3,West,Premium,Retail
2114.8,107.06,113.32,5,North,Premium,Retail
1989.43,30.95,492.08,10,North,Basic,Retail
2025.12,40.04,274.29,4,East,Basic,Retail
3311.16,34.39,849.7,7,North,Basic,Online
2517.52,40.29,318.25,5,North,Basic,Retail
2250.11,122.95,0.0,2,North,Premium,Retail
1640.42,43.15,373.07,3,North,Basic,Retail
5624.19,41.04,1034.11,8,East,Basic,Online
1804.57,50.14,263.6,3,North,Basic,Retail
6211.41,127.9,273.92,7,South,Premium,Retail
4478.63,34.53,859.39,5,East,Basic,Online
1799.92,43.13,388.43,7,South,Basic,Retail
3241.69,120.4,299.82,10,North,Premium,Online
1347.8,34.48,250.79,9,East,Basic,Retail
7330.54,36.51,1333.81,7,North,Basic,Online
3943.82,109.63,412.71,6,East,Premium,Online
3488.68,34.26,780.48,12,West,Basic,Online
2674.45,123.22,0.0,1,South,Premium,Retail
2738.36,44.44,395.77,4,South,Basic,Online
2273.7,51.07,367.24,8,South,Basic,Retail
2318.68,123.96,7.55,1,South,Premium,Retail
5095.1,42.04,530.19,6,West,Basic,Retail
2182.43,126.59,75.64,2,West,Premium,Online
4533.72,127.77,122.15,9,South,Premium,Retail
2603.29,37.21,577.45,8,East,Basic,Retail
3039.78,117.0,288.58,9,West,Premium,Online
6775.98,121.0,801.3,9,West,Premium,Online
3815.22,32.58,743.78,2,South,Basic,Online
2839.36,41.95,263.29,2,South,Basic,Retail
4389.26,41.35,944.32,9,North,Basic,Online
4394.58,42.8,751.36,2,West,Basic,Online
1836.44,44.37,221.72,4,North,Basic,Retail
3898.16,37.54,743.66,2,East,Basic,Online
3005.57,42.19,487.6,1,North,Basic,Retail
1275.21,35.65,395.37,12,North,Basic,Retail
4179.19,39.42,840.25,11,South,Basic,Online
1469.13,41.03,214.02,10,West,Basic,Retail
4346.16,43.95,871.91,7,North,Basic,Online
6127.63,102.03,843.66,12,East,Premium,Online
2220.34,30.19,419.81,11,North,Basic,Retail
3100.65,40.77,734.88,5,North,Basic,Online
1999.11,33.73,263.44,3,South,Basic,Retail
6246.89,44.16,1274.36,8,South,Basic,Online
2553.89,44.2,651.06,5,North,Basic,Online
2669.84,122.31,140.79,1,South,Premium,Retail
4345.63,37.66,773.5,9,North,Basic,Online
3408.12,118.26,45.33,5,South,Premium,Retail
1812.85,43.59,443.25,3,West,Basic,Online
2584.09,43.06,375.21,6,West,Basic,Retail
7684.62,113.38,1110.18,8,South,Premium,Online
3093.39,119.66,356.37,2,East,Premium,Online
5630.5,41.73,995.95,11,West,Basic,Online
8257.69,120.38,1067.09,3,North,Premium,Online
2810.73,38.14,398.88,7,West,Basic,Retail
4075.23,116.51,363.49,2,West,Premium,Online
6346.08,33.56,1220.4,11,North,Basic,Online
2241.93,103.66,361.05,11,North,Premium,Online
3471.87,31.91,552.14,12,West,Basic,Retail
4762.51,40.54,513.32,5,South,Basic,Retail
1607.95,109.96,3.73,9,North,Premium,Online
3925.06,43.02,848.75,7,North,Basic,Online
3115.89,37.59,714.47,3,South,Basic,Online
2437.23,46.61,214.44,2,East,Basic,Retail
2845.82,112.73,299.33,10,East,Premium,Online
1700.69,116.94,170.43,9,West,Premium,Online
3182.93,120.55,87.33,9,North,Premium,Retail
1731.13,114.23,0.0,9,South,Premium,Retail
2139.96,41.6,568.66,10,South,Basic,Online
1035.69,34.26,236.91,3,South,Basic,Retail
1723.17,41.3,460.92,1,North,Basic,Online
4460.73,47.42,431.61,9,West,Basic,Retail
3667.27,42.11,833.83,7,West,Basic,Online
4127.95,37.03,804.96,2,South,Basic,Online
2159.44,45.83,341.25,6,East,Basic,Retail
1722.41,115.82,200.19,11,North,Premium,Online
2202.04,40.42,384.72,9,South,Basic,Online
1662.63,114.39,212.7,8,East,Premium,Online
2231.57,108.35,78.31,11,South,Premium,Retail
5943.35,104.8,835.61,12,West,Premium,Online
3079.56,125.67,42.71,6,East,Premium,Retail
7175.2,40.7,1234.28,6,South,Basic,Online
5085.88,36.62,972.73,8,East,Basic,Online
5285.15,120.15,560.54,9,North,Premium,Online
3350.38,36.77,703.25,8,South,Basic,Online
1294.3,119.03,83.27,1,South,Premium,Retail
1532.96,40.01,291.28,2,South,Basic,Retail
6829.78,48.06,1250.85,6,East,Basic,Online
4051.06,33.68,794.12,8,South,Basic,Online
1373.02,123.88,0.0,4,East,Premium,Retail
4312.23,109.49,217.46,12,East,Premium,Retail
1200.95,128.82,0.0,4,South,Premium,Retail
2822.48,115.42,46.61,2,West,Premium,Retail
2911.36,34.82,635.2,10,North,Basic,Online
3649.39,43.84,607.88,1,North,Basic,Retail
2627.77,117.61,336.27,10,South,Premium,Online
4532.98,43.2,923.59,9,North,Basic,Online
1697.36,46.1,318.1,7,North,Basic,Retail
2962.38,40.95,471.59,9,East,Basic,Retail
1982.79,45.1,209.53,2,South,Basic,Retail
3501.02,108.07,450.27,10,South,Premium,Online
2441.17,40.99,492.16,5,West,Basic,Online
2082.91,116.64,211.33,2,East,Premium,Online
2188.08,127.54,0.0,10,West,Premium,Retail
7210.9,28.55,1319.99,7,North,Basic,Online
1942.35,36.35,302.67,9,East,Basic,Retail
3067.4,32.76,710.98,3,West,Basic,Online
1882.36,121.07,95.31,1,East,Premium,Retail
1052.95,41.27,305.67,4,East,Basic,Retail
3061.03,39.38,616.14,4,South,Basic,Online
23802.4,109.13,3421.01,11,North,Premium,Online
1675.7,45.52,293.71,6,South,Basic,Retail
4555.4,119.38,675.7,5,South,Premium,Online
996.84,106.54,0.0,12,West,Premium,Retail
2610.46,37.22,386.08,5,North,Basic,Retail
1498.06,42.56,318.08,9,West,Basic,Online
3520.1,37.13,327.5,11,West,Basic,Retail
2551.11,114.45,415.92,1,North,Premium,Online
2347.01,125.18,39.12,8,South,Premium,Retail
2127.22,42.09,564.81,8,West,Basic,Online
1101.42,40.6,277.49,11,West,Basic,Retail
3274.54,119.46,444.6,8,South,Premium,Online
2715.15,33.52,718.22,12,South,Basic,Online
2453.18,124.73,150.16,3,South,Premium,Online
2185.03,43.41,431.06,10,East,Basic,Retail
2830.56,41.82,779.65,8,North,Basic,Online
2688.75,124.52,45.82,2,East,Premium,Retail
3745.14,37.92,780.64,8,North,Basic,Online
4901.19,40.29,544.21,12,North,Basic,Retail
8922.65,39.46,778.03,8,South,Basic,Retail
3279.29,35.59,679.71,3,South,Basic,Online
4869.94,111.02,661.47,4,South,Premium,Online
3131.19,29.32,705.18,9,South,Basic,Online
3648.78,119.48,365.39,9,South,Premium,Online
2824.56,113.97,252.61,10,North,Premium,Online
2312.13,117.49,78.41,9,South,Premium,Retail
1960.27,113.83,113.19,10,West,Premium,Online
5788.45,32.39,549.17,6,South,Basic,Retail
3742.96,125.34,92.62,1,South,Premium,Retail
4413.6,49.14,852.37,8,East,Basic,Online
1446.09,31.02,320.34,9,West,Basic,Retail
3816.16,41.1,805.11,8,North,Basic,Online
3939.07,34.08,470.85,1,East,Basic,Retail
11828.94,40.52,2018.41,12,East,Basic,Online
3333.23,47.06,417.77,6,East,Basic,Retail
4645.18,43.89,471.78,9,North,Basic,Retail
3367.89,34.69,765.46,9,East,Basic,Online
6002.03,36.48,714.99,7,North,Basic,Retail
1535.95,115.47,164.77,7,East,Premium,Online
2114.49,42.6,488.6,4,East,Basic,Online
3892.31,38.9,528.94,7,North,Basic,Retail
1621.51,42.59,352.61,10,West,Basic,Online
3239.39,40.06,370.49,5,North,Basic,Retail
3604.86,34.91,783.32,11,West,Basic,Online
1175.63,40.61,262.18,10,South,Basic,Retail
1460.3,39.02,465.95,5,North,Basic,Online
3799.58,31.57,872.22,1,North,Basic,Online
1673.16,34.54,479.93,2,West,Basic,Online
2662.59,125.68,244.57,9,North,Premium,Online
4344.79,41.53,1015.19,2,North,Basic,Online
2852.28,126.43,359.34,10,South,Premium,Online
3252.85,101.7,399.45,11,East,Premium,Online
1888.94,36.78,538.52,12,South,Basic,Online
6423.53,116.63,806.52,2,North,Premium,Online
4699.46,112.48,563.28,9,North,Premium,Online
2447.64,109.36,272.09,3,North,Premium,Online
1782.45,35.05,406.64,2,North,Basic,Retail
2902.97,44.33,583.17,7,South,Basic,Online
2532.61,34.6,776.83,12,East,Basic,Online
2862.07,37.66,686.49,9,North,Basic,Online
5054.11,107.96,200.15,11,South,Premium,Retail
5893.27,118.4,818.92,6,South,Premium,Online
4561.12,36.18,508.67,12,West,Basic,Retail
1975.14,115.69,172.02,7,West,Premium,Online
1759.13,119.55,166.84,3,West,Premium,Online
5212.59,43.33,617.82,11,North,Basic,Retail
4006.5,36.18,808.3,3,North,Basic,Online
3074.11,31.7,733.09,8,South,Basic,Online
4656.11,116.86,190.11,7,North,Premium,Retail
3038.76,119.5,47.35,5,South,Premium,Retail
1615.29,30.79,472.53,6,East,Basic,Retail
830.38,40.5,85.13,9,West,Basic,Retail
2280.48,122.86,0.0,3,West,Premium,Retail
1157.4,107.95,22.56,12,South,Premium,Retail
5100.17,37.75,947.96,3,East,Basic,Online
3848.35,39.05,331.0,11,South,Basic,Retail
2864.62,119.84,97.89,6,North,Premium,Retail
2259.82,35.89,626.54,11,East,Basic,Online
2710.5,38.69,770.15,8,North,Basic,Online
757.81,118.05,0.0,5,South,Premium,Online
4534.62,47.9,381.5,1,South,Basic,Retail
3399.2,120.42,400.12,3,East,Premium,Online
2968.59,29.82,505.31,8,East,Basic,Retail
6758.21,40.01,1155.97,4,South,Basic,Online
1497.15,48.82,265.46,9,West,Basic,Retail
3772.99,39.44,779.59,6,North,Basic,Online
1770.76,30.96,312.44,10,South,Basic,Retail
6500.86,114.89,327.12,4,East,Premium,Retail
2237.77,39.51,264.74,4,East,Basic,Retail
2493.11,116.04,8.89,10,West,Premium,Retail
5549.73,48.11,554.18,5,North,Basic,Retail
6409.69,33.99,1134.32,7,East,Basic,Online
1893.66,36.59,491.88,12,East,Basic,Online
2514.59,119.97,52.17,7,West,Premium,Retail
3169.15,46.78,695.31,10,North,Basic,Online
4229.5,38.77,858.11,7,East,Basic,Online
3589.63,123.17,425.37,5,East,Premium,Online
2748.16,35.63,752.37,12,North,Basic,Online
5886.05,38.6,1061.2,9,South,Basic,Online
2959.12,38.14,499.27,2,South,Basic,Retail
5272.74,30.67,1117.64,8,East,Basic,Online
5199.95,44.13,940.72,10,West,Basic,Online
4456.5,121.13,530.13,8,East,Premium,Online
2319.96,119.91,47.36,3,East,Premium,Retail
2056.41,117.66,0.0,5,South,Premium,Retail
3054.85,33.85,450.35,8,North,Basic,Retail
3041.59,114.94,291.1,10,North,Premium,Online
1024.28,39.83,198.35,9,South,Basic,Retail
2312.79,41.58,284.84,7,South,Basic,Retail
1636.24,42.34,398.5,4,North,Basic,Retail
971.76,115.44,0.0,4,South,Premium,Retail
3175.84,34.94,614.13,3,South,Basic,Online
5044.19,34.88,1053.96,11,North,Basic,Online
2537.03,115.93,303.7,8,South,Premium,Online
3642.25,42.52,914.41,6,North,Basic,Online
2958.81,32.98,436.95,10,West,Basic,Retail
2529.87,42.89,320.17,6,West,Basic,Retail
2397.0,120.3,0.0,10,East,Premium,Retail
2929.79,36.17,727.17,10,North,Basic,Online
4083.77,40.78,780.27,9,East,Basic,Online
3514.74,108.2,363.52,11,West,Premium,Online
2690.85,29.88,596.55,3,East,Basic,Online
2641.63,48.75,571.85,4,North,Basic,Online
1748.41,119.78,10.12,3,East,Premium,Retail
