Salary,Years_Experience,Age,Performance_Score,Education_Level,Department,Region,Job_Level,Gender
56371.0,1.0,22.0,4.3,Bachelor,Sales,South,Junior,Female
108658.0,5.0,31.0,3.4,Master,,South,Mid,Female
80200.0,11.0,30.0,,Bachelor,HR,South,Mid,Male
95425.0,7.0,31.0,2.3,PhD,HR,East,Mid,Male
82183.0,2.0,25.0,2.6,PhD,Sales,West,Junior,Male
94438.0,6.0,29.0,4.7,Master,Marketing,South,Mid,Female
66174.0,4.0,23.0,4.8,Bachelor,Sales,East,Junior,Male
86814.0,,31.0,4.0,Master,HR,South,Mid,Male
96478.0,7.0,37.0,4.0,,Sales,North,Mid,Male
84956.0,6.0,21.0,3.8,PhD,,South,Junior,Female
144567.0,13.0,38.0,3.3,PhD,Finance,North,Senior,Male
117485.0,8.0,26.0,3.4,PhD,Engineering,East,Mid,Female
85756.0,2.0,23.0,4.9,Bachelor,Engineering,East,Junior,Female
84851.0,3.0,21.0,4.0,PhD,Marketing,West,Junior,
102541.0,6.0,29.0,3.6,Master,Finance,South,Mid,Female
98092.0,5.0,30.0,1.8,Master,Sales,East,Mid,Female
126574.0,15.0,36.0,4.9,Bachelor,Engineering,West,Senior,Male
51962.0,1.0,21.0,3.1,Bachelor,Sales,South,Junior,Male
59561.0,0.0,28.0,4.8,Bachelor,Marketing,East,Junior,Female
128132.0,13.0,40.0,3.9,Bachelor,Engineering,North,Senior,Female
119215.0,14.0,37.0,,Bachelor,Marketing,East,Senior,Male
76264.0,0.0,21.0,3.2,PhD,Finance,North,Junior,Female
90508.0,7.0,30.0,4.6,Bachelor,Sales,West,Mid,Male
49236.0,,25.0,1.2,Bachelor,Sales,West,Junior,Male
13761.0,6.0,32.0,4.5,Bachelor,Sales,South,Mid,Female
136596.0,19.0,40.0,3.5,Bachelor,Engineering,South,Senior,Male
92631.0,,27.0,1.2,PhD,Finance,South,Junior,Male
60972.0,3.0,21.0,2.5,Bachelor,Sales,West,Junior,
60934.0,5.0,23.0,1.1,,Sales,North,Junior,Female
63652.0,1.0,26.0,1.0,PhD,,South,Junior,Male
89500.0,-3.0,21.0,4.6,PhD,Sales,South,Junior,Male
118632.0,12.0,41.0,4.0,Bachelor,Marketing,West,Senior,Male
91193.0,4.0,29.0,2.2,,Engineering,North,Junior,Female
93965.0,10.0,33.0,1.5,Master,HR,East,Mid,Female
128062.0,16.0,39.0,1.2,Master,Finance,South,Senior,Female
91919.0,9.0,28.0,4.7,Bachelor,Marketing,East,Mid,Female
111276.0,1.0,30.0,3.5,PhD,Finance,East,Mid,Male
69726.0,6.0,21.0,1.6,Bachelor,Engineering,South,Junior,Male
87153.0,6.0,27.0,3.7,Bachelor,Sales,West,Mid,Male
79275.0,6.0,21.0,5.0,Bachelor,Marketing,South,Junior,Male
132334.0,18.0,38.0,4.2,Bachelor,Marketing,North,Senior,
88260.0,3.0,22.0,2.8,PhD,Sales,North,Junior,Female
98352.0,6.0,30.0,4.3,Master,Sales,South,Mid,Female
97002.0,7.0,,,Bachelor,Engineering,East,Mid,Male
73175.0,3.0,27.0,1.4,Bachelor,Sales,North,Mid,Female
79242.0,3.0,24.0,4.7,Bachelor,Engineering,North,Junior,Female
91375.0,0.0,22.0,4.5,PhD,HR,South,Junior,Male
277612.0,14.0,38.0,3.4,Master,Engineering,South,Senior,Male
381768.0,5.0,26.0,3.0,Master,Engineering,West,Junior,Male
61091.0,3.0,26.0,1.9,Master,Marketing,South,Junior,Female
89635.0,3.0,32.0,4.3,Master,Marketing,South,Mid,Male
124785.0,12.0,39.0,2.7,,Finance,North,Senior,Female
92943.0,5.0,,3.3,Bachelor,Marketing,North,Mid,Female
104452.0,7.0,26.0,1.7,PhD,Sales,North,Mid,Male
87365.0,8.0,27.0,1.9,Master,HR,East,Mid,Female
72131.0,3.0,25.0,4.9,,Marketing,North,Junior,Female
109894.0,4.0,26.0,3.0,PhD,Engineering,North,Mid,Male
126345.0,16.0,39.0,4.3,Master,Marketing,South,Senior,Female
139087.0,16.0,38.0,4.3,Master,Finance,West,Senior,Female
76983.0,2.0,21.0,4.9,PhD,Sales,North,Junior,
109430.0,11.0,26.0,,Bachelor,Engineering,West,Mid,
102543.0,8.0,33.0,2.8,Bachelor,Engineering,North,Mid,Female
97590.0,3.0,26.0,4.8,Master,Engineering,North,Junior,Male
97431.0,10.0,27.0,2.5,Bachelor,Sales,West,Mid,Male
58202.0,3.0,21.0,3.4,Master,Marketing,South,Junior,Female
113505.0,5.0,22.0,,Master,Engineering,North,Mid,Male
84317.0,4.0,28.0,4.7,Master,Finance,West,Junior,Female
102007.0,6.0,30.0,,PhD,HR,North,Mid,Male
,5.0,35.0,2.7,,Marketing,East,Mid,Male
,5.0,29.0,3.9,Master,HR,East,Mid,Female
104684.0,9.0,30.0,2.8,Master,Engineering,East,Mid,Male
68048.0,3.0,26.0,3.7,Bachelor,Sales,East,Junior,Female
87204.0,9.0,34.0,4.2,Bachelor,Marketing,South,Mid,Female
139758.0,16.0,39.0,4.4,PhD,HR,East,Senior,Female
274949.0,2.0,24.0,2.0,Master,HR,West,Junior,Female
111184.0,7.0,30.0,3.3,Master,Engineering,North,Mid,Female
106449.0,8.0,,1.1,Master,Finance,West,Mid,Male
103516.0,5.0,28.0,4.2,Bachelor,Engineering,East,Mid,Female
91493.0,-9.0,30.0,1.5,Bachelor,Finance,South,Mid,Female
103331.0,6.0,34.0,4.5,Bachelor,Finance,East,Mid,Female
89380.0,3.0,22.0,2.6,PhD,Engineering,East,Junior,Female
321834.0,5.0,33.0,1.7,Bachelor,HR,South,Mid,Male
115958.0,11.0,29.0,4.2,PhD,Engineering,South,Mid,Male
72290.0,2.0,27.0,1.8,,Sales,South,Junior,Male
98093.0,7.0,32.0,2.6,PhD,Marketing,South,Mid,Male
82725.0,5.0,31.0,3.3,Bachelor,Marketing,South,Mid,Female
139849.0,16.0,40.0,2.4,PhD,Finance,South,Senior,Female
58801.0,0.0,26.0,1.7,,Marketing,North,Junior,Female
118395.0,15.0,41.0,2.6,Bachelor,Sales,East,Senior,Female
80997.0,6.0,,1.6,Bachelor,HR,East,Mid,Female
113379.0,7.0,34.0,,PhD,Finance,South,Mid,Female
79545.0,2.0,25.0,1.7,Bachelor,,West,Junior,Female
98429.0,4.0,28.0,2.9,Master,Finance,South,Mid,Female
138224.0,11.0,39.0,3.2,,Engineering,North,Senior,Female
79356.0,5.0,24.0,4.8,,,West,Mid,Female
97340.0,8.0,32.0,1.3,Bachelor,Engineering,North,Mid,Male
123519.0,7.0,26.0,4.7,PhD,Engineering,West,Mid,Male
83648.0,6.0,33.0,1.8,Master,Sales,West,Mid,Female
82760.0,5.0,29.0,4.4,PhD,Marketing,South,Junior,Female
94350.0,9.0,25.0,1.4,Master,Sales,North,Mid,Male
122063.0,9.0,29.0,5.0,PhD,Engineering,,Mid,Female
70459.0,0.0,21.0,4.2,Master,Marketing,North,Junior,Female
95835.0,9.0,24.0,1.3,Master,Finance,South,Mid,Female
114033.0,15.0,37.0,1.9,Master,Sales,South,Senior,Female
89117.0,5.0,31.0,3.2,Bachelor,Engineering,South,Mid,
71161.0,1.0,26.0,3.1,Master,Sales,South,Junior,Male
142850.0,12.0,38.0,3.5,Master,Engineering,East,Senior,Female
69258.0,0.0,21.0,2.9,Master,HR,West,Junior,Male
69313.0,0.0,24.0,3.9,Master,HR,East,Junior,Female
56521.0,3.0,21.0,2.4,Bachelor,Marketing,South,Junior,Female
65676.0,1.0,21.0,1.7,Master,Sales,West,Junior,Female
49003.0,0.0,21.0,1.1,Bachelor,HR,West,Junior,Male
95625.0,8.0,33.0,2.3,Master,Marketing,North,Mid,Male
83770.0,7.0,31.0,2.7,Master,HR,South,Mid,Female
100574.0,9.0,30.0,,PhD,Marketing,East,Mid,Male
85360.0,7.0,27.0,4.2,Bachelor,HR,North,Mid,Male
109445.0,12.0,36.0,,Bachelor,Marketing,West,Senior,Male
59726.0,1.0,21.0,3.0,Bachelor,Sales,East,Junior,Female
,4.0,34.0,1.9,Bachelor,Finance,South,Mid,Male
101632.0,8.0,36.0,4.8,Master,Marketing,East,Mid,Male
132388.0,17.0,39.0,3.6,Master,Marketing,East,Senior,Male
78333.0,0.0,26.0,3.7,Master,Engineering,East,Junior,Female
80901.0,1.0,23.0,,PhD,Marketing,North,Junior,Male
83260.0,9.0,25.0,2.1,Bachelor,Marketing,West,Mid,Male
97491.0,3.0,27.0,1.8,Bachelor,Engineering,East,Mid,Female
86288.0,1.0,22.0,3.6,Bachelor,Engineering,West,Junior,Female
106412.0,6.0,28.0,,PhD,Marketing,North,Mid,Female
65522.0,4.0,22.0,1.9,Master,HR,South,Junior,Male
,16.0,38.0,,,Marketing,South,Senior,Female
79515.0,3.0,21.0,3.1,Bachelor,Engineering,East,Junior,Female
68006.0,3.0,30.0,3.6,Bachelor,Marketing,North,Junior,Male
97992.0,1.0,21.0,3.4,PhD,Engineering,South,Junior,Female
86962.0,10.0,32.0,2.1,Bachelor,Sales,North,Mid,Male
82097.0,0.0,23.0,3.8,Master,Engineering,North,Junior,Female
83885.0,1.0,31.0,2.1,Bachelor,Engineering,East,Mid,Female
129605.0,11.0,39.0,3.6,Bachelor,Engineering,East,Senior,Male
66182.0,1.0,24.0,2.2,Master,Sales,North,Junior,Male
103586.0,6.0,26.0,1.3,Bachelor,Engineering,North,Mid,Male
67266.0,0.0,23.0,1.5,Master,Sales,East,Junior,Male
96495.0,7.0,30.0,4.3,Master,Marketing,North,Mid,Female
70736.0,4.0,24.0,1.5,Master,Sales,East,Junior,
77415.0,2.0,21.0,2.3,Master,Sales,West,Junior,Male
83800.0,8.0,33.0,2.2,Master,HR,North,Mid,Female
68924.0,,21.0,1.2,Bachelor,Engineering,East,Junior,Male
133508.0,13.0,37.0,3.4,Master,Marketing,North,Senior,Female
108127.0,8.0,27.0,4.2,Master,Engineering,East,Mid,Male
110211.0,7.0,30.0,5.0,Bachelor,Engineering,North,Mid,Male
142035.0,15.0,41.0,4.7,PhD,Marketing,South,Senior,Male
118621.0,16.0,33.0,1.2,Master,Marketing,,Senior,Male
117247.0,7.0,37.0,2.0,PhD,Finance,North,Mid,Female
102230.0,10.0,30.0,2.6,PhD,Marketing,South,Mid,Male
85583.0,0.0,25.0,4.5,Bachelor,Finance,North,Junior,Male
102590.0,5.0,25.0,2.4,Master,Engineering,North,Mid,Female
91227.0,3.0,29.0,3.3,Bachelor,Engineering,West,Mid,Female
140343.0,16.0,40.0,3.6,Bachelor,Engineering,West,Senior,
91749.0,0.0,24.0,2.2,PhD,Engineering,South,Junior,Female
74945.0,4.0,24.0,3.3,Master,Marketing,West,Junior,Female
61065.0,2.0,23.0,1.2,Bachelor,Marketing,West,Junior,Male
137220.0,14.0,33.0,2.9,Master,Engineering,North,Senior,Male
84026.0,0.0,21.0,,PhD,Finance,East,Junior,Male
86971.0,8.0,33.0,2.4,Master,HR,North,Mid,Female
106963.0,6.0,32.0,1.9,Master,Engineering,West,Mid,Female
89366.0,2.0,27.0,4.3,Master,Engineering,North,Junior,
94044.0,8.0,,4.5,Bachelor,Engineering,South,Mid,Male
101797.0,7.0,29.0,4.6,Bachelor,Engineering,East,Mid,Male
82536.0,0.0,27.0,2.6,Master,Engineering,West,Junior,Female
87848.0,8.0,26.0,2.0,Bachelor,Marketing,West,Mid,Male
140660.0,16.0,41.0,1.4,Master,,North,Senior,Female
133377.0,15.0,36.0,3.7,,Sales,North,Senior,Female
100202.0,8.0,27.0,,Master,Finance,North,Mid,Male
89865.0,8.0,29.0,2.1,Bachelor,Marketing,North,Mid,Male
73573.0,1.0,21.0,2.5,Bachelor,Finance,West,Junior,Female
133496.0,14.0,32.0,3.2,Bachelor,Engineering,North,Senior,Male
71214.0,6.0,24.0,1.6,Master,Sales,West,Junior,Male
90682.0,9.0,31.0,4.8,Bachelor,Marketing,North,Mid,Male
87696.0,1.0,27.0,3.9,Master,Engineering,East,Junior,Male
67560.0,3.0,25.0,1.2,Bachelor,Engineering,East,Junior,Male
66080.0,0.0,29.0,2.2,Master,Marketing,North,Junior,Male
76325.0,5.0,,1.2,Bachelor,Marketing,North,Mid,Female
86018.0,4.0,32.0,1.9,Master,Sales,South,Mid,Male
83926.0,7.0,31.0,2.1,Bachelor,Sales,East,Mid,Female
58238.0,2.0,27.0,3.9,Bachelor,Sales,West,Junior,Female
144861.0,17.0,31.0,3.9,PhD,Engineering,East,Senior,Female
50184.0,1.0,22.0,1.2,Bachelor,Sales,West,Junior,Male
94688.0,4.0,21.0,3.4,Master,,North,Junior,Female
128475.0,8.0,31.0,4.8,PhD,Engineering,East,Mid,Male
142047.0,19.0,35.0,3.5,,Finance,East,Senior,Female
225264.0,,33.0,4.8,PhD,Marketing,South,Junior,Female
86289.0,9.0,28.0,2.5,Bachelor,HR,South,Mid,Female
79733.0,8.0,30.0,2.8,Bachelor,Sales,East,Mid,Male
108827.0,13.0,36.0,3.0,Bachelor,,East,Senior,Female
84101.0,2.0,22.0,4.7,Bachelor,Engineering,East,Junior,Female
91096.0,11.0,26.0,2.5,Bachelor,Engineering,West,Mid,Male
82346.0,3.0,21.0,4.9,Bachelor,Engineering,North,Junior,Female
64413.0,0.0,21.0,3.2,Master,HR,South,Junior,Female
78456.0,2.0,25.0,1.9,PhD,Marketing,,Junior,Female
110258.0,13.0,36.0,1.4,Bachelor,Marketing,South,Senior,Female
43198.0,0.0,29.0,1.7,Bachelor,Sales,South,Junior,Female
119620.0,15.0,34.0,1.2,Bachelor,Finance,South,Senior,Female
79995.0,3.0,28.0,3.8,Bachelor,Engineering,East,Junior,Male
133073.0,13.0,42.0,3.1,Master,Engineering,South,Senior,Female
,5.0,33.0,4.0,Bachelor,Sales,North,Mid,Male
63496.0,0.0,24.0,4.1,Bachelor,HR,South,Junior,Male
108044.0,6.0,28.0,4.7,Master,Finance,North,Mid,Male
89628.0,0.0,27.0,1.5,,Engineering,South,Junior,Male
105307.0,6.0,27.0,1.7,Master,Finance,South,Mid,Female
83175.0,,30.0,3.2,Master,HR,East,Mid,Female
95599.0,3.0,29.0,1.5,Bachelor,Engineering,North,Mid,Male
70093.0,4.0,27.0,1.4,Bachelor,Sales,South,Mid,Male
107151.0,14.0,38.0,3.7,Bachelor,Sales,South,Senior,Female
76739.0,1.0,26.0,,Bachelor,Finance,North,Junior,Female
145190.0,14.0,,4.4,PhD,Engineering,South,Senior,Female
134591.0,15.0,39.0,4.7,Master,HR,West,Senior,
67211.0,0.0,21.0,2.8,Bachelor,Sales,East,Junior,Male
64287.0,3.0,21.0,4.9,Bachelor,HR,North,Junior,Male
69494.0,6.0,,1.2,Bachelor,Sales,East,Mid,Female
94244.0,5.0,31.0,4.5,,Marketing,West,Mid,Male
61537.0,0.0,26.0,2.3,Bachelor,HR,West,Junior,
,1.0,24.0,4.7,Bachelor,HR,West,Junior,Female
111623.0,8.0,31.0,1.9,Master,Finance,North,Mid,Female
105105.0,7.0,29.0,4.0,Bachelor,Engineering,West,Mid,Female
57945.0,2.0,25.0,2.7,Bachelor,Marketing,North,Junior,Female
127299.0,14.0,39.0,2.5,Bachelor,Engineering,North,Senior,Female
73105.0,6.0,28.0,1.2,Bachelor,Sales,South,Mid,Male
81469.0,4.0,28.0,3.8,Bachelor,Marketing,North,Mid,Male
74072.0,6.0,31.0,1.7,Bachelor,Sales,West,Mid,Female
70424.0,1.0,29.0,2.9,Master,Marketing,North,Junior,Male
96696.0,4.0,33.0,1.6,Master,Finance,,Mid,Female
94595.0,,21.0,3.4,Master,Engineering,East,Junior,Male
78193.0,0.0,21.0,1.9,PhD,Marketing,West,Junior,Female
66290.0,3.0,22.0,3.4,Bachelor,Sales,North,Junior,Female
100247.0,3.0,24.0,4.8,PhD,Engineering,South,Junior,Male
98419.0,5.0,30.0,4.7,Bachelor,Engineering,North,Mid,Female
352809.0,9.0,33.0,1.8,Bachelor,Finance,North,Mid,Female
65028.0,0.0,27.0,,Bachelor,Finance,East,Junior,Female
67020.0,0.0,24.0,1.2,Bachelor,Finance,West,Junior,Male
146795.0,12.0,37.0,4.3,PhD,Finance,West,Senior,Male
83698.0,1.0,25.0,2.0,Bachelor,,South,Junior,Female
52273.0,0.0,27.0,2.1,Bachelor,Sales,South,Junior,Male
70352.0,5.0,31.0,1.9,Bachelor,Marketing,South,Mid,Male
118246.0,14.0,36.0,4.4,Bachelor,Sales,North,Senior,Female
122719.0,14.0,36.0,4.9,Bachelor,Sales,North,Senior,Male
80828.0,9.0,26.0,4.0,Bachelor,Sales,South,Mid,Female
64031.0,3.0,24.0,4.3,Bachelor,Marketing,West,Junior,Female
99443.0,8.0,31.0,3.5,PhD,Marketing,West,Mid,Female
75285.0,1.0,26.0,3.1,Bachelor,Engineering,South,Junior,Female
72621.0,1.0,27.0,3.9,Bachelor,Sales,East,Junior,Male
97762.0,6.0,34.0,1.1,Master,Marketing,West,Mid,Female
99404.0,5.0,25.0,1.2,PhD,Marketing,West,Mid,Male
72819.0,0.0,25.0,3.7,Bachelor,,South,Junior,Male
59209.0,1.0,25.0,2.3,Bachelor,HR,West,Junior,Male
146375.0,13.0,37.0,3.0,PhD,Engineering,North,Senior,
111596.0,13.0,35.0,4.1,Bachelor,Sales,North,Senior,Female
91814.0,8.0,34.0,3.3,Master,HR,West,Mid,Female
91189.0,4.0,28.0,4.2,Bachelor,Marketing,North,Mid,Female
142053.0,12.0,31.0,2.7,PhD,Engineering,East,Senior,Female
102994.0,9.0,30.0,2.1,PhD,Marketing,West,Mid,Female
84476.0,6.0,29.0,1.9,Master,Marketing,South,Mid,Female
65063.0,4.0,29.0,1.5,Bachelor,HR,North,Junior,Male
56960.0,0.0,25.0,1.1,,HR,East,Junior,Male
75218.0,7.0,29.0,1.2,Bachelor,Marketing,East,Mid,Female
78517.0,3.0,23.0,2.1,PhD,Sales,North,Junior,Female
97831.0,0.0,23.0,2.1,PhD,Engineering,East,Junior,Male
102526.0,10.0,36.0,2.5,Bachelor,Engineering,West,Mid,Female
76662.0,1.0,26.0,3.4,Master,Sales,East,Junior,Male
124732.0,16.0,33.0,4.0,Bachelor,,North,Senior,Male
65981.0,0.0,23.0,1.8,Bachelor,Marketing,East,Junior,Female
112043.0,9.0,29.0,4.0,Master,Engineering,North,Mid,Female
102808.0,7.0,26.0,1.6,Bachelor,Engineering,North,Mid,Male
95164.0,11.0,24.0,5.0,Bachelor,Sales,East,Mid,Male
107587.0,9.0,31.0,2.1,Bachelor,Engineering,North,Mid,Female
95866.0,8.0,27.0,4.3,Master,HR,North,Mid,Male
146967.0,13.0,41.0,1.8,PhD,Engineering,,Senior,Female
135046.0,15.0,38.0,4.8,PhD,Marketing,West,Senior,
105120.0,6.0,28.0,4.3,Master,Finance,North,Mid,Female
129359.0,15.0,30.0,2.4,Master,Engineering,West,Senior,Female
57351.0,2.0,27.0,2.7,Bachelor,,South,Junior,Male
134944.0,13.0,38.0,,PhD,Engineering,South,Senior,Female
118655.0,14.0,36.0,2.0,Master,Marketing,South,Senior,Female
92430.0,6.0,27.0,2.2,Master,Marketing,South,Mid,Male
123723.0,12.0,42.0,2.8,Master,Sales,West,Senior,Male
95401.0,8.0,26.0,1.6,Master,Marketing,East,Mid,Male
72077.0,2.0,22.0,2.9,,Finance,East,Junior,Female
135196.0,16.0,39.0,3.7,Bachelor,Engineering,West,Senior,Male
104835.0,7.0,34.0,2.5,,Engineering,North,Mid,Male
96577.0,3.0,29.0,1.9,PhD,Finance,West,Mid,Female
85760.0,5.0,27.0,3.2,Master,Marketing,North,Mid,Male
,18.0,37.0,1.1,Bachelor,Finance,North,Senior,Male
90861.0,8.0,32.0,2.4,Bachelor,Marketing,East,Mid,Male
55956.0,0.0,27.0,3.1,Master,HR,South,Junior,
83891.0,7.0,25.0,2.3,Master,Sales,East,Mid,Female
112647.0,13.0,38.0,2.4,Master,HR,East,Senior,Female
97641.0,2.0,25.0,4.4,Bachelor,Finance,West,Mid,Female
143308.0,18.0,40.0,4.7,PhD,Marketing,West,Senior,Male
145574.0,15.0,39.0,4.3,Master,Engineering,North,Senior,Male
108153.0,7.0,27.0,1.4,Master,Engineering,West,Mid,Male
82974.0,0.0,28.0,2.2,Bachelor,Engineering,North,Junior,Female
80518.0,0.0,25.0,3.8,Bachelor,Engineering,North,Junior,Male
87573.0,3.0,30.0,4.9,PhD,Sales,South,Mid,Female
82234.0,9.0,29.0,2.0,Bachelor,Marketing,South,Mid,Female
130502.0,11.0,37.0,4.6,Master,Marketing,East,Senior,Male
120505.0,18.0,36.0,4.0,Bachelor,Sales,South,Senior,Male
75575.0,0.0,21.0,4.9,Master,Marketing,North,Junior,Male
95968.0,4.0,33.0,1.4,Bachelor,Engineering,West,Mid,Female
86314.0,6.0,28.0,2.6,Bachelor,Engineering,South,Mid,Male
,,22.0,2.9,PhD,Engineering,South,Junior,Male
96570.0,7.0,29.0,3.7,Master,Marketing,South,Mid,Male
135128.0,13.0,42.0,3.6,Bachelor,Engineering,South,Senior,Male
102352.0,6.0,33.0,4.6,Bachelor,Engineering,North,Mid,Male
81166.0,0.0,7.0,4.4,PhD,Sales,North,Junior,Female
82203.0,8.0,33.0,1.2,Bachelor,HR,East,Mid,Male
95500.0,3.0,24.0,2.9,Master,Engineering,West,Junior,Female
82600.0,7.0,27.0,2.6,Bachelor,Marketing,,Mid,Female
91388.0,,8.0,5.0,PhD,Marketing,East,Junior,Male
125765.0,15.0,42.0,2.7,Master,HR,South,Senior,Female
82397.0,2.0,30.0,3.7,Master,Finance,West,Junior,Female
95223.0,6.0,30.0,2.1,Bachelor,Engineering,South,Mid,
89872.0,,22.0,3.5,PhD,Engineering,North,Junior,Female
115323.0,13.0,37.0,1.8,Bachelor,Finance,East,Senior,Female
105977.0,7.0,27.0,3.4,PhD,Sales,West,Mid,Female
128569.0,17.0,36.0,4.5,Bachelor,Marketing,North,Senior,Female
127718.0,,35.0,1.1,Master,Marketing,East,Senior,Male
81234.0,8.0,,3.0,Bachelor,Marketing,,Mid,
134271.0,12.0,38.0,4.9,Master,Finance,,Senior,Male
73792.0,3.0,23.0,1.6,Bachelor,Finance,West,Junior,Female
64018.0,6.0,29.0,1.7,Bachelor,HR,East,Mid,Female
78184.0,2.0,26.0,2.9,Bachelor,Engineering,South,Junior,Male
139002.0,16.0,37.0,4.5,Bachelor,Finance,East,Senior,Female
133083.0,,37.0,3.3,Bachelor,Engineering,East,Senior,Female
120848.0,15.0,37.0,3.0,,Engineering,West,Senior,Male
92086.0,2.0,28.0,1.3,PhD,Finance,West,Junior,Male
103379.0,8.0,28.0,4.8,Bachelor,Engineering,South,Mid,Male
107858.0,5.0,31.0,2.4,,Engineering,West,Mid,Male
75435.0,1.0,21.0,2.0,Bachelor,Engineering,East,Junior,Male
80467.0,2.0,25.0,2.6,Master,Finance,West,Junior,Male
72473.0,5.0,31.0,2.7,Bachelor,,West,Mid,Male
,13.0,41.0,2.8,PhD,Marketing,West,Senior,Male
106336.0,5.0,28.0,3.8,Master,Engineering,South,Mid,Female
76123.0,6.0,26.0,4.5,Bachelor,,South,Mid,Male
95092.0,10.0,27.0,1.2,Master,HR,North,Mid,Female
70399.0,6.0,32.0,3.0,Bachelor,Sales,South,Mid,Female
110573.0,15.0,44.0,2.7,Master,Sales,South,Senior,Female
94724.0,7.0,32.0,1.0,Bachelor,Engineering,South,Mid,Male
71091.0,1.0,21.0,4.3,Bachelor,Finance,East,Junior,Male
87260.0,,32.0,1.4,Bachelor,Marketing,North,Mid,Female
130562.0,16.0,35.0,1.5,Master,,East,Senior,Male
82490.0,6.0,28.0,1.2,Bachelor,Sales,South,Mid,Male
78689.0,6.0,30.0,1.8,Master,HR,South,Mid,Male
65818.0,1.0,25.0,1.7,Master,HR,,Junior,Male
50677.0,0.0,24.0,2.4,Bachelor,Marketing,North,Junior,Female
139033.0,,36.0,,Master,Finance,West,Senior,Male
61363.0,1.0,27.0,1.2,Master,Sales,South,Junior,Female
104547.0,4.0,22.0,4.4,PhD,,South,Junior,Male
84044.0,7.0,33.0,2.3,Master,Marketing,East,Mid,Female
120385.0,17.0,33.0,3.4,Master,HR,West,Senior,Female
70764.0,1.0,24.0,1.0,Master,,South,Junior,Male
135826.0,13.0,34.0,2.5,Bachelor,Engineering,East,Senior,Male
57828.0,4.0,21.0,1.0,Bachelor,Marketing,North,Junior,Female
104771.0,13.0,36.0,1.7,Bachelor,Sales,East,Senior,Female
106401.0,17.0,42.0,2.8,Bachelor,Sales,South,Senior,Male
55084.0,3.0,27.0,3.1,Bachelor,Marketing,East,Junior,Male
74755.0,4.0,26.0,1.6,PhD,HR,East,Junior,Male
76073.0,0.0,24.0,4.0,Bachelor,Engineering,West,Junior,Male
131707.0,16.0,38.0,1.8,,Sales,,Senior,Female
85638.0,0.0,27.0,1.5,Master,Engineering,North,Junior,Male
75256.0,0.0,26.0,2.3,Bachelor,Engineering,West,Junior,Male
63579.0,3.0,24.0,3.2,Bachelor,HR,East,Junior,Male
112142.0,6.0,34.0,5.0,Master,Finance,West,Mid,Female
73768.0,3.0,26.0,2.7,Master,Sales,South,Junior,Male
129297.0,15.0,,2.7,PhD,HR,East,Senior,Female
122981.0,15.0,36.0,1.2,Bachelor,Finance,East,Senior,Male
102390.0,9.0,28.0,4.1,PhD,HR,East,Mid,Female
93107.0,7.0,28.0,1.7,Bachelor,Engineering,South,Mid,Female
102253.0,6.0,31.0,4.0,Master,Finance,East,Mid,
99015.0,6.0,32.0,4.6,Master,Sales,West,Mid,Female
79635.0,7.0,25.0,4.1,Bachelor,Sales,South,Mid,
88628.0,1.0,24.0,3.6,Bachelor,Engineering,East,Mid,Male
83702.0,7.0,27.0,3.4,Bachelor,Sales,West,Mid,Female
107083.0,9.0,28.0,2.8,Bachelor,Engineering,West,Mid,Male
78020.0,1.0,27.0,1.6,Master,Engineering,North,Junior,Male
62155.0,1.0,23.0,4.1,Bachelor,Sales,West,Junior,Male
61989.0,2.0,24.0,2.9,Master,HR,West,Junior,Female
112113.0,10.0,31.0,3.5,Bachelor,Finance,North,Mid,Female
91058.0,7.0,26.0,2.5,Master,Sales,North,Mid,Female
105560.0,7.0,34.0,1.8,Master,Finance,South,Mid,Female
106920.0,,28.0,4.2,Master,Finance,West,Mid,Male
113267.0,12.0,42.0,2.4,Master,HR,South,Senior,Female
78192.0,2.0,23.0,4.5,Bachelor,Engineering,South,Junior,
94684.0,7.0,28.0,4.9,,Marketing,East,Mid,Female
88030.0,3.0,26.0,4.3,Bachelor,Finance,South,Mid,Female
72713.0,5.0,30.0,1.5,Bachelor,Marketing,South,Mid,Female
87244.0,9.0,,4.4,Bachelor,Sales,South,Mid,Male
113181.0,14.0,39.0,3.1,Master,Marketing,South,Senior,Male
70167.0,0.0,24.0,,Master,Marketing,North,Junior,Male
120075.0,18.0,36.0,1.4,Master,Marketing,West,Senior,Male
127072.0,13.0,39.0,2.1,Bachelor,Engineering,East,Senior,Female
81804.0,6.0,30.0,1.5,Bachelor,Sales,North,Mid,Female
134085.0,17.0,37.0,1.1,PhD,HR,East,Senior,Female
105783.0,5.0,31.0,5.0,Master,Finance,East,Mid,Female
98168.0,3.0,24.0,4.3,Bachelor,Engineering,North,Mid,Male
,15.0,37.0,4.0,Master,Finance,South,Senior,Male
65481.0,3.0,21.0,,Bachelor,Sales,North,Junior,Male
56704.0,1.0,24.0,1.1,Bachelor,Marketing,East,Junior,Female
51437.0,1.0,21.0,2.9,Bachelor,,East,Junior,Female
75166.0,4.0,28.0,4.0,Bachelor,HR,South,Mid,Female
65715.0,0.0,21.0,4.9,Bachelor,Finance,North,Junior,Female
135199.0,14.0,41.0,4.4,PhD,Sales,West,Senior,Female
102297.0,8.0,27.0,4.6,Master,Finance,East,Mid,Female
